userId	itemId	rating
s3U1000596	P1031476	1.0
s3U1006257	P1031476	1.0
s3U1000455	P1023344	1.0
s3U1006401	P1034041	1.0
s3U1000982	P1025102	1.0
s3U1000174	P1007128	1.0
s3U1003189	P1025684	1.0
s3U1007230	P1006893	1.0
s3U1008312	P1020671	1.0
s3U1001257	P1013804	1.0
s3U1006980	P1027635	1.0
s3U1002871	P1004153	1.0
s3U1001872	P1025102	1.0
s3U1001776	P1002699	1.0
s3U1006860	P1007447	1.0
s3U1007675	P1015719	1.0
s3U1007647	P1031476	1.0
s3U1002144	P1001084	1.0
s3U1004459	P1027699	1.0
s3U1007983	P1013987	1.0
s3U1005351	P1028761	1.0
s3U1002288	P1025102	1.0
s3U1005427	P1017996	1.0
s3U1005886	P1015205	1.0
s3U1003715	P1031359	1.0
s3U1003296	P1029360	1.0
s3U1007490	P1018475	1.0
s3U1001648	P1021589	1.0
s3U1002168	P1003627	1.0
s3U1006965	P1032903	1.0
s3U1003103	P1019517	1.0
s3U1008065	P1017141	1.0
s3U1005759	P1011400	1.0
s3U1000023	P1018298	1.0
s3U1008518	P1009113	1.0
s3U1004147	P1031476	1.0
s3U1005070	P1011321	1.0
s3U1008313	P1022284	1.0
s3U1003896	P1031476	1.0
s3U1007430	P1031476	1.0
s3U1002865	P1008583	1.0
s3U1005148	P1010463	1.0
s3U1007706	P1011862	1.0
s3U1005614	P1007128	1.0
s3U1005408	P1008784	1.0
s3U1006859	P1017885	1.0
s3U1004809	P1011245	1.0
s3U1003165	P1003002	1.0
s3U1001018	P1018475	1.0
s3U1008097	P1013497	1.0
s3U1007769	P1033796	1.0
s3U1003744	P1025102	1.0
s3U1000938	P1009000	1.0
s3U1006053	P1034539	1.0
s3U1002120	P1025684	1.0
s3U1005596	P1007128	1.0
s3U1008322	P1019271	1.0
s3U1007465	P1030010	1.0
s3U1003261	P1013497	1.0
s3U1008143	P1034539	1.0
s3U1005956	P1032335	1.0
s3U1005830	P1027699	1.0
s3U1006137	P1031029	1.0
s3U1006017	P1033723	1.0
s3U1005483	P1000579	1.0
s3U1000376	P1016558	1.0
s3U1006392	P1001853	1.0
s3U1003353	P1032457	1.0
s3U1004365	P1028202	1.0
s3U1003025	P1006109	1.0
s3U1003836	P1030890	1.0
s3U1007538	P1003546	1.0
s3U1000593	P1028710	1.0
s3U1003426	P1005729	1.0
s3U1000918	P1002618	1.0
s3U1004772	P1012940	1.0
s3U1008334	P1017996	1.0
s3U1005335	P1018475	1.0
s3U1007492	P1003546	1.0
s3U1007692	P1033754	1.0
s3U1007912	P1000590	1.0
s3U1005597	P1006713	1.0
s3U1003784	P1027095	1.0
s3U1005427	P1013528	1.0
s3U1003348	P1004595	1.0
s3U1005808	P1034539	1.0
s3U1002134	P1017996	1.0
s3U1007548	P1014728	1.0
s3U1005795	P1022153	1.0
s3U1006029	P1027635	1.0
s3U1004752	P1034539	1.0
s3U1001630	P1029281	1.0
s3U1000548	P1007128	1.0
s3U1003838	P1008583	1.0
s3U1008105	P1016558	1.0
s3U1004477	P1034539	1.0
s3U1000537	P1031362	1.0
s3U1002812	P1011926	1.0
s3U1007600	P1012046	1.0
s3U1000108	P1033791	1.0
s3U1004874	P1008933	1.0
s3U1008105	P1031906	1.0
s3U1006599	P1032335	1.0
s3U1000274	P1001639	1.0
s3U1005040	P1027304	1.0
s3U1001776	P1009912	1.0
s3U1002040	P1006893	1.0
s3U1008076	P1019722	1.0
s3U1000556	P1006893	1.0
s3U1006999	P1018475	1.0
s3U1000194	P1034539	1.0
s3U1005037	P1001032	1.0
s3U1005932	P1016394	1.0
s3U1008164	P1008583	1.0
s3U1000655	P1015719	1.0
s3U1000905	P1000579	1.0
s3U1003741	P1032457	1.0
s3U1006711	P1016216	1.0
s3U1002108	P1004218	1.0
s3U1006851	P1017996	1.0
s3U1006946	P1018969	1.0
s3U1006252	P1008583	1.0
s3U1000125	P1033846	1.0
s3U1001965	P1007311	1.0
s3U1007162	P1017996	1.0
s3U1004272	P1028710	1.0
s3U1000008	P1008784	1.0
s3U1001846	P1025684	1.0
s3U1001273	P1026507	1.0
s3U1001440	P1001853	1.0
s3U1005341	P1001972	1.0
s3U1004307	P1031476	1.0
s3U1000332	P1013497	1.0
s3U1000315	P1007529	1.0
s3U1004760	P1025102	1.0
s3U1008312	P1014489	1.0
s3U1005486	P1022284	1.0
s3U1005249	P1011862	1.0
s3U1005456	P1002594	1.0
s3U1000648	P1007529	1.0
s3U1002617	P1004735	1.0
s3U1002861	P1029540	1.0
s3U1000638	P1014277	1.0
s3U1007783	P1016811	1.0
s3U1003874	P1029120	1.0
