userId	itemId	rating
t2U1010602	P1000077	5.0
t2U1010008	P1023211	1.0
t2U1010531	P1005891	5.0
t2U1017141	P1021983	4.0
t2U1006236	P1002987	5.0
t2U1016582	P1026922	4.0
t2U1011934	P1017518	2.0
t2U1012552	P1005296	5.0
t2U1002606	P1030665	5.0
t2U1014328	P1026016	5.0
t2U1015445	P1011422	5.0
t2U1013638	P1017022	2.0
t2U1017192	P1022292	5.0
t2U1018121	P1012035	5.0
t2U1005577	P1008509	5.0
t2U1004039	P1025556	1.0
t2U1015465	P1016887	3.0
t2U1004405	P1019215	2.0
t2U1002682	P1019042	4.0
t2U1012064	P1016005	4.0
t2U1012878	P1028748	4.0
t2U1004687	P1015520	5.0
t2U1006271	P1010313	2.0
t2U1014333	P1013123	1.0
t2U1012524	P1012031	4.0
t2U1004118	P1030991	5.0
t2U1015726	P1012914	5.0
t2U1016394	P1034500	5.0
t2U1011088	P1002159	5.0
t2U1017907	P1003261	5.0
t2U1015790	P1004550	5.0
t2U1006799	P1031049	5.0
t2U1000382	P1005109	3.0
t2U1017562	P1011199	5.0
t2U1013078	P1014964	5.0
t2U1012415	P1029560	4.0
t2U1006991	P1026922	4.0
t2U1011403	P1029456	5.0
t2U1009503	P1000928	5.0
t2U1006181	P1033739	5.0
t2U1007153	P1016767	5.0
t2U1016151	P1024328	4.0
t2U1017294	P1006819	5.0
t2U1015041	P1031459	5.0
t2U1006040	P1029627	5.0
t2U1005125	P1011843	5.0
t2U1009139	P1016006	5.0
t2U1015808	P1022139	5.0
t2U1014145	P1024705	5.0
t2U1003578	P1025556	5.0
t2U1004535	P1028592	5.0
t2U1013265	P1003470	5.0
t2U1003495	P1031941	5.0
t2U1013516	P1021704	4.0
t2U1002681	P1012914	5.0
t2U1016370	P1006794	5.0
t2U1005197	P1029320	5.0
t2U1000555	P1023760	4.0
t2U1017265	P1025067	4.0
t2U1016845	P1033229	5.0
t2U1003732	P1002241	5.0
t2U1007367	P1001818	5.0
t2U1005236	P1032609	5.0
t2U1009660	P1028713	5.0
t2U1008809	P1031980	4.0
t2U1007144	P1017836	5.0
t2U1002013	P1013930	5.0
t2U1013834	P1033627	5.0
t2U1007283	P1007977	5.0
t2U1013456	P1030665	5.0
t2U1015190	P1000548	5.0
t2U1007034	P1014306	5.0
t2U1007447	P1014559	5.0
t2U1015227	P1002765	5.0
t2U1010486	P1014795	5.0
t2U1006704	P1023402	5.0
t2U1007641	P1029936	5.0
t2U1015203	P1005460	4.0
t2U1002666	P1026488	5.0
t2U1009447	P1020926	5.0
t2U1014011	P1024670	5.0
t2U1012162	P1017505	4.0
t2U1003480	P1030646	5.0
t2U1000124	P1030665	5.0
t2U1006366	P1017605	5.0
t2U1014223	P1028263	4.0
t2U1010330	P1026437	5.0
t2U1016593	P1018945	4.0
t2U1013108	P1006455	4.0
t2U1011076	P1033568	5.0
t2U1004439	P1004084	5.0
t2U1005905	P1000110	2.0
t2U1003447	P1003058	4.0
t2U1015321	P1030921	5.0
t2U1017782	P1013615	4.0
t2U1012408	P1030179	5.0
t2U1016662	P1023694	1.0
t2U1003651	P1019215	1.0
t2U1018057	P1022127	5.0
t2U1010585	P1016969	5.0
t2U1014874	P1004778	5.0
t2U1005097	P1029073	5.0
t2U1006902	P1011455	5.0
t2U1005650	P1015604	5.0
t2U1002623	P1009294	5.0
t2U1012940	P1010457	5.0
t2U1001780	P1009114	5.0
t2U1005576	P1028772	5.0
t2U1011278	P1029031	5.0
t2U1009469	P1011003	5.0
t2U1005305	P1007263	5.0
t2U1002717	P1016753	5.0
t2U1004180	P1021174	5.0
t2U1015307	P1010899	1.0
t2U1006165	P1007042	5.0
t2U1015173	P1005024	5.0
t2U1000908	P1005767	4.0
t2U1005537	P1008176	5.0
t2U1003509	P1029281	4.0
t2U1011472	P1007042	5.0
t2U1008371	P1018924	5.0
t2U1000693	P1017977	5.0
t2U1000374	P1016855	5.0
t2U1017368	P1010878	3.0
t2U1013400	P1007042	5.0
t2U1008608	P1017672	4.0
t2U1007916	P1001676	5.0
t2U1000215	P1022478	5.0
t2U1003986	P1006137	1.0
t2U1015805	P1025980	4.0
t2U1006084	P1030660	5.0
t2U1015981	P1031980	5.0
t2U1015295	P1033638	2.0
t2U1006207	P1012771	1.0
t2U1008044	P1003004	1.0
t2U1016141	P1002806	5.0
t2U1017643	P1015778	5.0
t2U1008532	P1034221	1.0
t2U1010160	P1024146	5.0
t2U1015792	P1014424	4.0
t2U1001131	P1031730	5.0
t2U1004362	P1015519	5.0
t2U1009554	P1017518	5.0
t2U1002503	P1012014	5.0
t2U1006418	P1014437	5.0
t2U1006534	P1010535	5.0
t2U1004985	P1005170	5.0
t2U1017516	P1010011	5.0
t2U1005422	P1001341	5.0
t2U1004267	P1032822	1.0
t2U1011444	P1024496	5.0
t2U1009404	P1007042	5.0
t2U1017355	P1009295	2.0
t2U1007776	P1026370	4.0
t2U1014060	P1009187	5.0
t2U1005402	P1018326	5.0
t2U1017689	P1028526	5.0
t2U1005413	P1001537	4.0
t2U1000352	P1034500	5.0
t2U1017979	P1019321	5.0
t2U1003303	P1023147	3.0
t2U1011630	P1020984	5.0
t2U1004749	P1003733	3.0
t2U1011579	P1012914	5.0
t2U1016276	P1004778	5.0
t2U1015467	P1000603	5.0
t2U1009233	P1009114	5.0
t2U1005676	P1004646	5.0
t2U1010605	P1024527	5.0
t2U1009033	P1029537	5.0
t2U1018098	P1017981	5.0
t2U1016457	P1007042	5.0
t2U1015919	P1000721	5.0
t2U1003060	P1029757	5.0
t2U1002449	P1015878	3.0
t2U1009345	P1001853	5.0
t2U1013770	P1000953	1.0
t2U1014434	P1013458	5.0
t2U1007043	P1033796	5.0
t2U1014647	P1013073	5.0
t2U1017301	P1006446	5.0
t2U1009303	P1022255	5.0
t2U1006011	P1008383	5.0
t2U1007463	P1013223	5.0
t2U1011442	P1025423	5.0
t2U1011274	P1020926	5.0
t2U1000042	P1012035	5.0
t2U1017376	P1002806	5.0
t2U1003211	P1023857	5.0
t2U1003477	P1003907	3.0
t2U1006131	P1004392	5.0
t2U1001488	P1034038	5.0
t2U1009005	P1015604	5.0
t2U1012877	P1015404	4.0
t2U1017252	P1019357	5.0
t2U1009329	P1011448	4.0
t2U1015034	P1011199	5.0
t2U1004748	P1015117	5.0
t2U1009895	P1012014	5.0
t2U1008076	P1002017	5.0
t2U1011170	P1007577	4.0
t2U1001181	P1033996	4.0
t2U1012231	P1017672	3.0
t2U1016506	P1016377	5.0
t2U1003077	P1025792	5.0
t2U1011514	P1034174	5.0
t2U1013260	P1030921	5.0
t2U1017948	P1023584	4.0
t2U1003457	P1022333	5.0
t2U1010321	P1004395	5.0
t2U1017201	P1008015	5.0
t2U1018115	P1030665	5.0
t2U1001924	P1017078	5.0
t2U1017585	P1026922	5.0
t2U1005681	P1033638	5.0
t2U1011140	P1019271	5.0
t2U1009140	P1020286	1.0
t2U1010292	P1000360	5.0
t2U1014657	P1034038	5.0
t2U1014460	P1000767	5.0
t2U1004546	P1026347	5.0
t2U1006429	P1019352	5.0
t2U1002057	P1027943	5.0
t2U1006389	P1031049	5.0
t2U1014487	P1008182	1.0
t2U1009800	P1005781	5.0
t2U1008545	P1006745	5.0
t2U1012968	P1031980	5.0
t2U1009019	P1011400	5.0
t2U1017590	P1013508	4.0
t2U1013272	P1033329	4.0
t2U1015308	P1014931	5.0
t2U1010118	P1028923	3.0
t2U1005756	P1008812	5.0
t2U1015283	P1008067	5.0
t2U1017578	P1004865	5.0
t2U1017243	P1004174	5.0
t2U1016846	P1017820	4.0
t2U1009540	P1015778	5.0
t2U1017876	P1020343	5.0
t2U1005626	P1033568	5.0
t2U1010426	P1005891	5.0
t2U1016729	P1017761	5.0
t2U1002514	P1031980	2.0
t2U1012893	P1023755	5.0
t2U1014618	P1006583	5.0
t2U1004330	P1034187	3.0
t2U1014995	P1018861	5.0
t2U1015810	P1033156	5.0
t2U1002017	P1033860	5.0
t2U1002107	P1020926	5.0
t2U1004923	P1029050	3.0
t2U1011202	P1031991	3.0
t2U1016344	P1021118	3.0
t2U1015820	P1033167	5.0
t2U1015804	P1020984	5.0
t2U1007184	P1028919	5.0
t2U1013268	P1034194	5.0
t2U1007168	P1020926	5.0
t2U1017814	P1031980	3.0
t2U1017881	P1009412	4.0
t2U1003260	P1014964	5.0
t2U1000304	P1034500	5.0
t2U1012655	P1012914	5.0
t2U1002449	P1005767	4.0
t2U1003441	P1013497	5.0
t2U1011673	P1004778	5.0
t2U1007646	P1023402	5.0
t2U1002755	P1034310	1.0
t2U1007582	P1005891	5.0
t2U1002883	P1005296	5.0
t2U1015934	P1026332	5.0
t2U1004788	P1031149	5.0
t2U1015532	P1014437	5.0
t2U1002822	P1021314	5.0
t2U1015858	P1023983	4.0
t2U1011212	P1011043	3.0
t2U1000665	P1010383	5.0
t2U1013766	P1016787	5.0
t2U1017999	P1002616	5.0
t2U1001519	P1024640	4.0
t2U1000963	P1022287	5.0
t2U1008212	P1014856	4.0
t2U1012309	P1032823	5.0
t2U1006817	P1002806	5.0
t2U1017090	P1021314	5.0
t2U1006022	P1033659	5.0
t2U1011283	P1022565	5.0
t2U1008544	P1003224	5.0
t2U1001502	P1021818	2.0
t2U1014333	P1028526	5.0
t2U1014471	P1001345	5.0
t2U1006891	P1003002	5.0
