userId	itemId	rating
t2U1015631	P1015375	1.0
t2U1004913	P1030286	1.0
t2U1000105	P1020425	1.0
t2U1017435	P1023344	1.0
t2U1014816	P1010820	1.0
t2U1007920	P1006073	1.0
t2U1006217	P1003546	1.0
t2U1003204	P1018735	1.0
t2U1000006	P1028584	1.0
t2U1005222	P1019071	1.0
t2U1012205	P1000817	1.0
t2U1012987	P1027058	1.0
t2U1012262	P1025457	1.0
t2U1011558	P1013563	1.0
t2U1006688	P1001749	1.0
t2U1006987	P1019724	1.0
t2U1001849	P1031236	1.0
t2U1007669	P1030447	1.0
t2U1005755	P1000737	1.0
t2U1016638	P1001612	1.0
t2U1003655	P1033253	1.0
t2U1008011	P1007032	1.0
t2U1002529	P1021083	1.0
t2U1016912	P1017658	1.0
t2U1006612	P1026006	1.0
t2U1012686	P1011255	1.0
t2U1003319	P1025602	1.0
t2U1004098	P1007681	1.0
t2U1007236	P1025041	1.0
t2U1005025	P1016046	1.0
t2U1004777	P1003664	1.0
t2U1014921	P1032798	1.0
t2U1012550	P1022300	1.0
t2U1012516	P1012993	1.0
t2U1008237	P1034169	1.0
t2U1011437	P1001224	1.0
t2U1014017	P1029185	1.0
t2U1000070	P1001393	1.0
t2U1013354	P1025162	1.0
t2U1003361	P1024948	1.0
t2U1000241	P1008529	1.0
t2U1002710	P1027965	1.0
t2U1001506	P1023952	1.0
t2U1012272	P1032450	1.0
t2U1004514	P1030935	1.0
t2U1016777	P1008658	1.0
t2U1007230	P1028780	1.0
t2U1009025	P1018002	1.0
t2U1002142	P1007342	1.0
t2U1003649	P1032121	1.0
t2U1011464	P1032220	1.0
t2U1008541	P1002623	1.0
t2U1017563	P1009684	1.0
t2U1013380	P1026903	1.0
t2U1005783	P1002623	1.0
t2U1008035	P1017933	1.0
t2U1012095	P1016142	1.0
t2U1000013	P1001599	1.0
t2U1006120	P1002623	1.0
t2U1004984	P1022551	1.0
t2U1002679	P1019006	1.0
t2U1013849	P1005206	1.0
t2U1004244	P1007681	1.0
t2U1007040	P1002721	1.0
t2U1005548	P1010631	1.0
t2U1000264	P1033952	1.0
t2U1008933	P1025465	1.0
t2U1006762	P1016857	1.0
t2U1009203	P1033702	1.0
t2U1004609	P1013115	1.0
t2U1011555	P1019372	1.0
t2U1005614	P1024402	1.0
t2U1003323	P1028500	1.0
t2U1004217	P1004637	1.0
t2U1016796	P1019546	1.0
t2U1007722	P1027470	1.0
t2U1016112	P1010237	1.0
t2U1003117	P1007406	1.0
t2U1017868	P1002623	1.0
t2U1015733	P1010754	1.0
t2U1012235	P1032058	1.0
t2U1004790	P1032736	1.0
t2U1002626	P1033856	1.0
t2U1017291	P1026697	1.0
t2U1008676	P1029052	1.0
t2U1001398	P1026396	1.0
t2U1009727	P1017962	1.0
t2U1004166	P1011561	1.0
t2U1017660	P1009278	1.0
t2U1009973	P1025349	1.0
t2U1007931	P1030642	1.0
t2U1005818	P1024098	1.0
t2U1015363	P1022613	1.0
t2U1004286	P1026533	1.0
t2U1008464	P1019197	1.0
t2U1007460	P1013885	1.0
t2U1008562	P1003650	1.0
t2U1010756	P1032956	1.0
t2U1005143	P1005545	1.0
t2U1008188	P1003736	1.0
t2U1003708	P1005812	1.0
t2U1007602	P1031397	1.0
t2U1015967	P1023656	1.0
t2U1003053	P1007681	1.0
t2U1007853	P1020937	1.0
t2U1001042	P1029767	1.0
t2U1008697	P1000449	1.0
t2U1006692	P1002518	1.0
t2U1009711	P1028500	1.0
t2U1008457	P1010072	1.0
t2U1004380	P1001749	1.0
t2U1015733	P1009684	1.0
t2U1015464	P1028780	1.0
t2U1005089	P1033560	1.0
t2U1010310	P1031054	1.0
t2U1005399	P1028053	1.0
t2U1013780	P1017675	1.0
t2U1013232	P1028896	1.0
t2U1015297	P1019184	1.0
t2U1010062	P1002751	1.0
t2U1015753	P1031058	1.0
t2U1017418	P1032734	1.0
t2U1014204	P1025927	1.0
t2U1010255	P1005286	1.0
t2U1003989	P1029081	1.0
t2U1016720	P1009219	1.0
t2U1006782	P1012625	1.0
t2U1007715	P1020784	1.0
t2U1001753	P1028229	1.0
t2U1001545	P1001982	1.0
t2U1006763	P1000344	1.0
t2U1008335	P1005704	1.0
t2U1000206	P1021636	1.0
t2U1012778	P1033694	1.0
t2U1013762	P1021463	1.0
t2U1017803	P1032610	1.0
t2U1003668	P1024559	1.0
t2U1015944	P1028500	1.0
t2U1000765	P1013209	1.0
t2U1015014	P1030642	1.0
t2U1006612	P1028172	1.0
t2U1005366	P1016688	1.0
t2U1001323	P1017017	1.0
t2U1006583	P1012088	1.0
t2U1008542	P1023077	1.0
t2U1003801	P1008658	1.0
t2U1011700	P1032643	1.0
t2U1018239	P1029353	1.0
t2U1016029	P1009455	1.0
t2U1014168	P1009278	1.0
t2U1002632	P1028521	1.0
t2U1009804	P1031987	1.0
t2U1006362	P1028241	1.0
t2U1000132	P1007948	1.0
t2U1006075	P1020825	1.0
t2U1013787	P1000103	1.0
t2U1006849	P1001612	1.0
t2U1005972	P1027356	1.0
t2U1017052	P1027356	1.0
t2U1000661	P1005521	1.0
t2U1013196	P1006073	1.0
t2U1011255	P1033856	1.0
t2U1014360	P1032856	1.0
t2U1016913	P1033866	1.0
t2U1007025	P1023853	1.0
t2U1008906	P1007681	1.0
t2U1009354	P1025412	1.0
t2U1007513	P1032901	1.0
t2U1013899	P1028584	1.0
t2U1014429	P1021779	1.0
t2U1001475	P1013978	1.0
t2U1016611	P1025259	1.0
t2U1008323	P1019814	1.0
t2U1016979	P1010631	1.0
t2U1003789	P1003664	1.0
t2U1016886	P1000899	1.0
t2U1006362	P1026828	1.0
t2U1004330	P1017152	1.0
t2U1001448	P1024734	1.0
t2U1011553	P1012712	1.0
t2U1008522	P1031595	1.0
t2U1013456	P1013772	1.0
t2U1005306	P1011547	1.0
t2U1003128	P1031288	1.0
t2U1013796	P1012402	1.0
t2U1007952	P1026544	1.0
t2U1009449	P1014715	1.0
t2U1007022	P1028500	1.0
t2U1018219	P1009684	1.0
t2U1010001	P1024629	1.0
t2U1002136	P1005973	1.0
t2U1015002	P1032596	1.0
t2U1003074	P1010072	1.0
t2U1012723	P1027848	1.0
t2U1002905	P1006073	1.0
t2U1010194	P1031870	1.0
t2U1009266	P1022881	1.0
t2U1009249	P1017962	1.0
t2U1014300	P1014715	1.0
t2U1007082	P1005705	1.0
t2U1017478	P1014715	1.0
t2U1004030	P1032610	1.0
t2U1004972	P1010434	1.0
t2U1015176	P1013959	1.0
t2U1008492	P1007845	1.0
t2U1016369	P1022569	1.0
t2U1005145	P1009684	1.0
t2U1003600	P1033792	1.0
t2U1008676	P1000737	1.0
t2U1002265	P1009957	1.0
t2U1002532	P1025200	1.0
t2U1015176	P1017793	1.0
t2U1001675	P1016857	1.0
t2U1009359	P1002246	1.0
t2U1007196	P1032577	1.0
t2U1011667	P1007681	1.0
t2U1002455	P1007414	1.0
t2U1005146	P1007681	1.0
t2U1004972	P1000277	1.0
t2U1001019	P1033560	1.0
t2U1011345	P1018381	1.0
t2U1013988	P1019071	1.0
t2U1013199	P1008062	1.0
t2U1010822	P1030447	1.0
t2U1001553	P1016831	1.0
t2U1012529	P1031227	1.0
t2U1005977	P1018732	1.0
t2U1000402	P1025808	1.0
t2U1006424	P1023441	1.0
t2U1013590	P1022621	1.0
